,inicio,fim,conc_silica,conc_fe,param_dosagem_amido,dosagem_amina_conc_magnetica,ph_flotacao_linha01,ph_flotacao_linha02,densidade_alimentacao_flotacao,nivel_celula_li640101,TO_LI6401_02,nivel_celula_li640201,nivel_celula_li640202,nivel_celula_li641101,nivel_celula_li641102,nivel_celula_li641201,nivel_celula_li641202,nivel_celula_li642101,nivel_celula_li642201,nivel_celula_li643101,nivel_celula_li643201,vazao_alimentacao_flotacao,operacao,inicio_dt,mudou,tempo_entre_mudancas,fora_do_esperado
132,2024-02-13 05:00:00.000,2024-02-13 05:20:00.000,1.83,64.2,490.0,151.04,9.49,0.0,1.63,370.11,370.9,371.74,370.78,352.01,350.31,350.36,348.88,361.4,366.64,342.57,324.26,959.5,True,2024-02-13 05:00:00.000,True,0 days 02:00:00,False
133,2024-02-13 07:00:00.000,2024-02-13 07:20:00.000,1.5,64.78,490.0,144.62,9.49,0.0,1.63,370.49,371.45,371.61,370.72,351.65,350.52,353.92,349.81,360.5,365.74,350.13,320.35,934.84,True,2024-02-13 07:00:00.000,True,0 days 02:00:00,False
134,2024-02-13 09:00:00.000,2024-02-13 09:20:00.000,3.36,63.86,490.0,137.93,9.52,0.0,1.62,369.3,369.67,410.0,0.19,348.9,349.76,15.78,27.12,357.02,362.37,343.56,205.07,843.25,True,2024-02-13 09:00:00.000,True,0 days 02:00:00,False
135,2024-02-13 11:00:00.000,2024-02-13 11:20:00.000,2.54,64.98,490.0,146.81,9.48,0.0,1.63,367.8,363.99,371.04,364.58,370.27,352.04,360.67,364.32,345.02,389.9,320.02,353.48,834.29,True,2024-02-13 11:00:00.000,True,0 days 02:00:00,False
136,2024-02-13 13:00:00.000,2024-02-13 13:20:00.000,2.36,65.35,490.0,148.14,9.51,0.0,1.62,369.99,370.74,368.83,365.71,345.5,348.14,348.74,313.22,358.92,352.24,356.98,296.07,924.87,True,2024-02-13 13:00:00.000,True,0 days 02:00:00,False
137,2024-02-13 15:00:00.000,2024-02-13 15:20:00.000,2.14,65.85,490.0,144.92,9.51,0.0,1.62,370.07,369.93,371.21,313.3,350.59,351.51,349.21,340.46,360.25,346.87,360.24,304.75,808.1,True,2024-02-13 15:00:00.000,True,0 days 02:00:00,False
138,2024-02-13 17:00:00.000,2024-02-13 17:20:00.000,1.78,64.73,490.0,151.33,9.48,0.0,1.63,369.76,369.27,368.37,355.32,350.94,350.77,353.75,347.03,360.96,360.94,359.16,297.13,772.82,True,2024-02-13 17:00:00.000,True,0 days 02:00:00,False
139,2024-02-13 19:00:00.000,2024-02-13 19:20:00.000,3.02,64.24,490.0,143.17,9.39,0.0,1.64,369.84,370.74,370.58,364.15,352.11,350.54,361.73,344.17,363.4,349.23,358.73,306.35,749.55,True,2024-02-13 19:00:00.000,True,0 days 02:00:00,False
140,2024-02-13 21:00:00.000,2024-02-13 21:20:00.000,1.12,65.63,490.0,161.06,9.57,0.0,1.28,372.35,389.94,388.1,352.43,364.85,353.72,382.24,318.21,361.2,408.77,360.51,262.66,702.08,True,2024-02-13 21:00:00.000,True,0 days 02:00:00,False
141,2024-02-13 23:00:00.000,2024-02-13 23:20:00.000,1.65,66.26,490.0,136.13,9.52,0.0,1.61,371.3,314.68,322.59,269.47,350.29,348.77,317.83,81.06,359.75,370.21,363.15,341.16,654.69,True,2024-02-13 23:00:00.000,True,0 days 02:00:00,False
142,2024-02-14 01:00:00.000,2024-02-14 01:20:00.000,1.81,65.97,490.0,139.38,9.5,0.0,1.63,369.58,368.68,369.28,365.12,343.98,347.75,335.9,310.08,359.5,408.36,356.29,367.97,717.53,True,2024-02-14 01:00:00.000,True,0 days 02:00:00,False
143,2024-02-14 03:00:00.000,2024-02-14 03:20:00.000,2.28,65.41,490.0,144.02,9.52,0.0,1.62,370.06,369.24,366.09,316.88,349.97,349.88,353.73,350.91,359.56,372.17,359.6,330.83,844.04,True,2024-02-14 03:00:00.000,True,0 days 02:00:00,False
144,2024-02-14 05:00:00.000,2024-02-14 05:20:00.000,2.36,66.35,490.0,147.25,9.51,0.0,1.62,369.94,377.71,347.62,198.75,350.81,350.22,351.86,338.31,360.93,298.12,359.71,252.37,697.54,True,2024-02-14 05:00:00.000,True,0 days 02:00:00,False
145,2024-02-14 07:00:00.000,2024-02-14 07:20:00.000,1.53,67.02,490.0,144.92,9.52,0.0,1.62,369.21,369.67,370.51,352.29,348.76,349.76,352.05,350.11,361.09,334.94,359.75,275.82,729.85,True,2024-02-14 07:00:00.000,True,0 days 02:00:00,False
146,2024-02-14 09:00:00.000,2024-02-14 09:20:00.000,1.81,65.64,490.0,138.67,9.44,0.0,1.62,369.24,370.72,370.04,369.88,349.79,349.76,348.77,342.63,362.0,402.87,361.26,343.55,781.3,True,2024-02-14 09:00:00.000,True,0 days 02:00:00,False
151,2024-02-14 15:00:00.000,2024-02-14 15:20:00.000,7.22,63.36,490.0,170.0,9.48,0.0,1.62,369.7,373.63,397.94,409.88,349.81,350.49,5.68,36.94,358.95,407.64,362.96,379.58,819.34,True,2024-02-14 15:00:00.000,True,0 days 02:00:00,False
153,2024-02-15 03:00:00.000,2024-02-15 03:20:00.000,2.0,66.7,490.0,149.88,9.5,0.0,1.6,359.07,357.38,357.12,345.1,347.42,348.62,346.41,344.36,357.65,239.87,360.64,215.88,939.69,True,2024-02-15 03:00:00.000,True,0 days 02:00:00,False
154,2024-02-15 05:00:00.000,2024-02-15 05:20:00.000,1.54,66.78,490.0,149.58,9.52,0.0,1.6,356.85,362.95,0.0,0.1,339.28,343.09,3.9,170.47,356.63,56.37,338.91,0.0,568.37,True,2024-02-15 05:00:00.000,True,0 days 02:00:00,False
155,2024-02-15 07:00:00.000,2024-02-15 07:20:00.000,2.12,66.03,490.0,136.17,9.49,0.0,1.61,363.17,408.37,0.0,0.17,354.25,351.52,0.86,39.68,364.5,43.93,326.13,0.0,683.1,True,2024-02-15 07:00:00.000,True,0 days 02:00:00,False
156,2024-02-15 09:00:00.000,2024-02-15 09:20:00.000,1.28,65.06,490.0,151.92,9.53,0.0,1.47,366.44,396.89,0.0,0.69,363.82,344.05,0.31,36.75,348.64,33.96,358.12,0.0,529.89,True,2024-02-15 09:00:00.000,True,0 days 02:00:00,False
157,2024-02-15 11:00:00.000,2024-02-15 11:20:00.000,2.62,63.83,490.0,135.0,9.49,0.0,1.59,360.41,406.99,0.0,0.0,329.11,330.37,8.29,7.27,359.72,46.15,360.15,0.32,504.5,True,2024-02-15 11:00:00.000,True,0 days 02:00:00,False
158,2024-02-15 13:00:00.000,2024-02-15 13:20:00.000,7.19,60.45,490.0,137.97,9.51,0.0,1.6,359.89,406.82,0.03,0.02,350.72,346.3,7.01,0.0,359.22,41.65,360.2,1.3,501.16,True,2024-02-15 13:00:00.000,True,0 days 02:00:00,False
159,2024-02-15 15:00:00.000,2024-02-15 15:20:00.000,3.74,63.83,490.0,149.77,9.5,0.0,1.59,369.92,407.52,0.86,0.13,349.87,349.83,6.57,0.0,358.31,42.27,359.33,2.28,511.2,True,2024-02-15 15:00:00.000,True,0 days 02:00:00,False
160,2024-02-15 17:00:00.000,2024-02-15 17:20:00.000,2.3,64.02,489.95,170.0,9.21,0.0,1.62,292.07,350.79,365.31,336.63,346.08,346.02,108.7,0.0,364.35,258.14,362.29,156.81,618.74,True,2024-02-15 17:00:00.000,True,0 days 02:00:00,False
163,2024-02-15 21:00:00.000,2024-02-15 21:20:00.000,5.11,62.91,490.0,160.92,9.26,0.0,1.62,366.77,371.89,349.11,321.98,329.74,344.99,310.15,244.23,358.71,371.31,362.22,317.08,980.13,True,2024-02-15 21:00:00.000,True,0 days 02:00:00,False
168,2024-02-16 03:00:00.000,2024-02-16 03:20:00.000,1.56,64.95,490.83,135.2,9.57,0.0,1.61,371.4,343.26,270.01,226.61,327.99,347.81,347.07,319.39,358.02,352.44,360.04,348.1,758.52,True,2024-02-16 03:00:00.000,True,0 days 02:00:00,False
169,2024-02-16 05:00:00.000,2024-02-16 05:20:00.000,1.22,65.47,490.0,136.75,9.54,0.0,1.62,371.65,355.69,285.2,288.46,347.99,349.18,347.71,342.75,358.76,352.47,359.71,356.92,677.45,True,2024-02-16 05:00:00.000,True,0 days 02:00:00,False
170,2024-02-16 07:00:00.000,2024-02-16 07:20:00.000,1.66,64.83,490.0,135.0,9.49,0.0,1.62,369.3,357.38,368.52,362.28,348.38,349.97,335.46,338.84,358.36,363.07,360.06,329.63,973.76,True,2024-02-16 07:00:00.000,True,0 days 02:00:00,False
171,2024-02-16 09:00:00.000,2024-02-16 09:20:00.000,1.41,65.13,490.0,139.67,9.51,0.0,1.62,370.11,361.64,375.35,374.17,353.96,352.15,355.15,354.71,361.68,364.6,360.04,361.72,892.81,True,2024-02-16 09:00:00.000,True,0 days 02:00:00,False
173,2024-02-16 17:00:00.000,2024-02-16 17:20:00.000,1.33,65.97,490.0,135.0,9.55,0.0,1.62,371.82,343.8,332.47,206.94,337.85,348.23,293.36,20.12,353.93,328.95,363.48,229.43,759.05,True,2024-02-16 17:00:00.000,True,0 days 02:00:00,False
174,2024-02-16 19:00:00.000,2024-02-16 19:20:00.000,1.69,65.92,490.0,135.0,9.51,0.0,1.63,370.42,370.51,370.21,243.06,349.2,349.62,348.53,1.34,359.55,350.25,359.85,338.27,808.54,True,2024-02-16 19:00:00.000,True,0 days 02:00:00,False
175,2024-02-16 21:00:00.000,2024-02-16 21:20:00.000,1.13,65.61,490.0,140.54,9.5,0.0,1.63,370.45,369.51,358.9,328.42,351.02,349.85,348.33,6.53,359.7,354.11,359.88,321.19,814.08,True,2024-02-16 21:00:00.000,True,0 days 02:00:00,False
176,2024-02-16 23:00:00.000,2024-02-16 23:20:00.000,1.43,65.34,490.0,135.0,9.49,0.0,1.63,369.6,370.84,369.49,369.09,348.53,349.05,348.03,167.78,361.52,366.73,359.72,281.79,968.52,True,2024-02-16 23:00:00.000,True,0 days 02:00:00,False
177,2024-02-17 01:00:00.000,2024-02-17 01:20:00.000,1.11,65.37,490.0,135.0,9.52,0.0,1.63,369.68,372.09,301.0,231.72,350.0,350.19,344.26,0.0,360.68,391.45,360.23,352.69,561.64,True,2024-02-17 01:00:00.000,True,0 days 02:00:00,False
178,2024-02-17 03:00:00.000,2024-02-17 03:20:00.000,1.3,64.9,492.17,135.0,9.52,0.0,1.62,372.01,367.79,287.06,226.31,351.36,350.08,349.35,0.0,364.39,359.54,360.87,356.43,578.88,True,2024-02-17 03:00:00.000,True,0 days 02:00:00,False
180,2024-02-17 15:00:00.000,2024-02-17 15:20:00.000,2.4,65.42,492.73,143.75,9.49,0.0,1.62,369.57,373.39,238.02,291.71,352.34,349.97,360.9,259.41,360.27,371.2,360.03,341.6,719.65,True,2024-02-17 15:00:00.000,True,0 days 02:00:00,False
181,2024-02-17 17:00:00.000,2024-02-17 17:20:00.000,1.25,64.51,492.83,143.75,9.51,0.0,1.62,370.4,370.21,267.07,317.65,349.52,349.66,350.76,350.77,360.7,361.24,359.35,319.07,751.28,True,2024-02-17 17:00:00.000,True,0 days 02:00:00,False
182,2024-02-17 19:00:00.000,2024-02-17 19:20:00.000,1.24,64.66,492.82,135.0,9.51,0.0,1.65,370.58,370.4,255.17,338.68,348.6,349.37,346.53,347.66,359.15,366.26,359.73,305.9,755.37,True,2024-02-17 19:00:00.000,True,0 days 02:00:00,False
183,2024-02-17 21:00:00.000,2024-02-17 21:20:00.000,1.33,65.45,492.83,135.0,9.18,0.0,1.65,371.12,372.35,231.39,345.66,356.24,351.95,350.86,352.83,361.78,353.43,359.91,293.87,768.8,True,2024-02-17 21:00:00.000,True,0 days 02:00:00,False
185,2024-02-18 03:00:00.000,2024-02-18 03:20:00.000,1.63,65.85,489.89,137.97,9.49,0.0,1.62,370.12,352.78,285.24,211.9,348.87,349.24,351.42,351.12,354.73,333.93,359.03,314.74,725.27,True,2024-02-18 03:00:00.000,True,0 days 02:00:00,False
186,2024-02-18 05:00:00.000,2024-02-18 05:20:00.000,1.78,64.58,490.0,138.79,9.48,0.0,1.62,369.55,358.1,275.43,180.46,349.56,349.47,350.13,347.47,359.76,361.06,360.4,355.29,710.23,True,2024-02-18 05:00:00.000,True,0 days 02:00:00,False
187,2024-02-18 07:00:00.000,2024-02-18 07:20:00.000,1.53,65.31,493.67,143.17,9.5,0.0,1.62,369.68,352.78,260.95,170.21,352.35,350.07,350.3,0.05,360.12,371.68,359.82,359.13,667.72,True,2024-02-18 07:00:00.000,True,0 days 02:00:00,False
188,2024-02-18 09:00:00.000,2024-02-18 09:20:00.000,0.94,64.48,493.67,135.88,9.5,0.0,1.62,376.04,293.33,271.31,208.46,344.83,347.27,350.8,0.13,312.62,355.59,358.87,360.75,664.3,True,2024-02-18 09:00:00.000,True,0 days 02:00:00,False
189,2024-02-18 11:00:00.000,2024-02-18 11:20:00.000,0.81,64.49,493.67,135.34,9.5,0.0,1.62,369.97,305.67,268.9,241.14,348.12,349.08,349.94,0.19,361.8,355.72,358.64,366.72,663.22,True,2024-02-18 11:00:00.000,True,0 days 02:00:00,False
190,2024-02-18 13:00:00.000,2024-02-18 13:20:00.000,0.69,65.05,493.65,135.0,9.51,0.0,1.62,369.55,354.09,273.77,265.71,350.64,348.91,348.2,0.07,357.85,366.66,360.59,308.52,502.62,True,2024-02-18 13:00:00.000,True,0 days 02:00:00,False
191,2024-02-18 15:00:00.000,2024-02-18 15:20:00.000,1.19,64.81,493.67,135.0,9.42,0.0,1.62,369.58,366.65,289.07,261.17,351.48,350.71,351.68,0.02,362.25,359.71,360.76,313.83,591.51,True,2024-02-18 15:00:00.000,True,0 days 02:00:00,False
192,2024-02-18 17:00:00.000,2024-02-18 17:20:00.000,0.87,64.98,493.67,135.0,9.5,0.0,1.62,370.46,371.26,351.26,336.69,350.7,350.65,345.27,127.3,360.72,360.35,359.27,271.89,636.56,True,2024-02-18 17:00:00.000,True,0 days 02:00:00,False
193,2024-02-18 19:00:00.000,2024-02-18 19:20:00.000,0.79,64.81,493.63,135.0,9.54,0.0,1.54,372.03,375.58,302.71,269.01,368.13,351.48,351.0,0.0,359.99,365.47,359.09,325.63,516.5,True,2024-02-18 19:00:00.000,True,0 days 02:00:00,False
194,2024-02-18 21:00:00.000,2024-02-18 21:20:00.000,1.13,64.32,493.67,135.0,9.48,0.0,1.64,369.86,371.16,372.98,371.16,351.61,350.85,354.82,329.98,362.12,364.2,360.41,319.23,1161.18,True,2024-02-18 21:00:00.000,True,0 days 02:00:00,False
195,2024-02-18 23:00:00.000,2024-02-18 23:20:00.000,0.92,65.39,496.75,135.0,9.5,0.0,1.62,370.67,370.0,369.77,369.5,349.45,348.79,350.28,247.78,359.19,358.12,360.49,362.05,950.63,True,2024-02-18 23:00:00.000,True,0 days 02:00:00,False
196,2024-02-19 01:00:00.000,2024-02-19 01:20:00.000,1.7,64.46,496.88,135.0,9.51,0.0,1.62,358.97,361.27,360.41,369.58,349.55,349.09,368.81,252.92,358.56,363.83,359.12,328.53,965.16,True,2024-02-19 01:00:00.000,True,0 days 02:00:00,False
197,2024-02-19 03:00:00.000,2024-02-19 03:20:00.000,1.45,65.27,497.81,138.46,9.5,0.0,1.63,359.44,364.15,362.88,408.75,351.19,350.42,351.12,0.04,360.67,357.7,359.47,350.99,778.84,True,2024-02-19 03:00:00.000,True,0 days 02:00:00,False
198,2024-02-19 05:00:00.000,2024-02-19 05:20:00.000,2.07,63.82,497.83,135.0,9.44,0.0,1.64,363.37,369.03,409.97,362.66,351.65,349.9,6.54,1.01,358.75,358.35,359.79,323.69,602.68,True,2024-02-19 05:00:00.000,True,0 days 02:00:00,False
200,2024-02-19 11:00:00.000,2024-02-19 11:20:00.000,0.92,65.03,490.0,135.0,9.49,0.0,1.64,370.72,369.68,367.29,337.02,349.43,348.13,348.36,149.83,357.05,354.75,360.71,341.22,844.56,True,2024-02-19 11:00:00.000,True,0 days 02:00:00,False
201,2024-02-19 13:00:00.000,2024-02-19 13:20:00.000,0.82,65.26,488.79,135.0,9.47,0.0,1.63,368.94,368.97,376.26,370.09,349.94,349.38,365.11,75.94,364.23,369.8,359.81,351.41,983.17,True,2024-02-19 13:00:00.000,True,0 days 02:00:00,False
202,2024-02-19 15:00:00.000,2024-02-19 15:20:00.000,1.12,64.82,488.19,135.0,9.56,0.0,1.62,369.46,318.6,235.03,209.96,329.99,350.7,347.84,0.0,359.28,375.59,359.3,263.63,536.36,True,2024-02-19 15:00:00.000,True,0 days 02:00:00,False
203,2024-02-19 17:00:00.000,2024-02-19 17:20:00.000,0.83,65.19,490.72,135.0,9.49,0.0,1.64,370.67,370.87,366.87,313.3,350.69,350.16,351.12,0.0,359.27,359.23,359.12,329.42,789.04,True,2024-02-19 17:00:00.000,True,0 days 02:00:00,False
204,2024-02-19 19:00:00.000,2024-02-19 19:20:00.000,1.03,65.09,491.92,135.0,9.5,0.0,1.63,368.3,370.92,362.77,359.36,352.38,353.7,349.85,0.0,359.05,355.72,361.22,345.5,755.35,True,2024-02-19 19:00:00.000,True,0 days 02:00:00,False
205,2024-02-19 21:00:00.000,2024-02-19 21:20:00.000,1.07,64.76,491.92,135.0,9.46,0.0,1.63,370.04,379.19,283.48,262.92,298.15,346.7,349.65,0.0,366.45,375.17,361.25,319.75,681.56,True,2024-02-19 21:00:00.000,True,0 days 02:00:00,False
206,2024-02-19 23:00:00.000,2024-02-19 23:20:00.000,1.46,64.85,491.96,135.0,9.48,0.0,1.58,375.83,358.65,282.48,282.36,373.66,351.26,355.55,0.0,362.14,352.51,359.97,243.12,618.37,True,2024-02-19 23:00:00.000,True,0 days 02:00:00,False
207,2024-02-20 01:00:00.000,2024-02-20 01:20:00.000,0.79,65.52,492.65,135.0,9.54,0.0,1.4,368.06,373.16,381.31,370.15,353.04,350.78,352.96,10.88,361.05,368.75,360.31,267.53,640.08,True,2024-02-20 01:00:00.000,True,0 days 02:00:00,False
208,2024-02-20 03:00:00.000,2024-02-20 03:20:00.000,0.64,65.44,492.65,135.0,9.45,0.0,1.52,369.83,367.16,358.41,360.38,347.49,349.69,348.89,112.7,359.38,351.09,359.8,295.94,772.28,True,2024-02-20 03:00:00.000,True,0 days 02:00:00,False
209,2024-02-20 05:00:00.000,2024-02-20 05:20:00.000,0.47,66.39,491.29,135.0,9.49,0.0,1.46,372.12,369.51,347.44,312.6,349.02,348.82,348.17,1.65,359.48,361.6,359.46,298.0,796.73,True,2024-02-20 05:00:00.000,True,0 days 02:00:00,False
210,2024-02-20 07:00:00.000,2024-02-20 07:20:00.000,0.35,66.58,500.0,135.0,9.5,0.0,1.32,369.05,367.44,374.03,370.93,348.89,349.61,346.85,3.15,351.34,401.39,359.52,360.68,924.58,True,2024-02-20 07:00:00.000,True,0 days 02:00:00,False
211,2024-02-20 09:00:00.000,2024-02-20 09:20:00.000,0.37,67.12,499.99,135.0,9.47,0.0,1.62,370.9,371.86,358.99,357.35,337.72,68.37,351.64,0.0,363.31,373.65,360.62,285.82,865.56,True,2024-02-20 09:00:00.000,True,0 days 02:00:00,False
212,2024-02-20 11:00:00.000,2024-02-20 11:20:00.000,0.71,67.32,500.0,135.0,9.48,0.0,1.63,360.27,360.96,339.73,345.31,333.71,64.53,329.93,0.0,361.13,405.94,360.38,317.01,1038.16,True,2024-02-20 11:00:00.000,True,0 days 02:00:00,False
213,2024-02-20 13:00:00.000,2024-02-20 13:20:00.000,0.72,67.36,499.99,135.0,9.53,0.0,1.5,331.5,342.14,338.36,262.33,339.15,77.81,282.82,0.0,360.19,351.99,361.48,227.72,721.66,True,2024-02-20 13:00:00.000,True,0 days 02:00:00,False
214,2024-02-20 15:00:00.000,2024-02-20 15:20:00.000,0.53,67.47,500.0,135.0,9.49,0.0,1.62,306.83,338.9,308.45,346.02,303.38,80.84,316.66,0.0,360.4,402.78,354.6,318.1,1038.04,True,2024-02-20 15:00:00.000,True,0 days 02:00:00,False
215,2024-02-20 17:00:00.000,2024-02-20 17:20:00.000,1.48,67.01,500.0,135.0,9.52,0.0,1.62,349.89,351.33,355.72,311.05,352.02,352.19,342.97,43.56,358.82,336.48,349.03,228.56,791.86,True,2024-02-20 17:00:00.000,True,0 days 02:00:00,False
216,2024-02-20 19:00:00.000,2024-02-20 19:20:00.000,2.35,65.7,499.99,135.0,9.48,0.0,1.51,347.58,350.29,337.77,325.2,336.5,345.58,344.34,43.9,364.19,326.98,348.27,250.28,688.85,True,2024-02-20 19:00:00.000,True,0 days 02:00:00,False
217,2024-02-20 21:00:00.000,2024-02-20 21:20:00.000,0.69,66.88,500.0,144.66,9.36,0.0,1.33,350.27,366.21,350.9,353.54,399.41,355.91,373.76,77.55,365.16,409.95,351.18,365.69,922.59,True,2024-02-20 21:00:00.000,True,0 days 02:00:00,False
218,2024-02-20 23:00:00.000,2024-02-20 23:20:00.000,1.05,67.0,500.0,136.27,9.49,0.0,1.49,349.36,349.13,344.79,346.77,344.99,348.98,308.05,184.35,358.97,333.47,350.39,283.47,654.97,True,2024-02-20 23:00:00.000,True,0 days 02:00:00,False
219,2024-02-21 01:00:00.000,2024-02-21 01:20:00.000,0.94,66.48,500.0,135.0,9.18,0.0,1.16,301.83,318.88,209.32,246.95,311.32,258.55,284.68,251.96,257.7,266.19,315.79,141.31,290.34,True,2024-02-21 01:00:00.000,True,0 days 02:00:00,False
221,2024-02-24 17:00:00.000,2024-02-24 17:20:00.000,0.7,67.01,500.0,135.0,9.5,0.0,1.63,370.79,370.27,368.3,317.65,350.58,350.1,348.44,4.99,361.08,377.93,360.64,294.37,878.53,True,2024-02-24 17:00:00.000,True,0 days 02:00:00,False
222,2024-02-24 19:00:00.000,2024-02-24 19:20:00.000,0.69,65.95,500.0,135.0,9.24,0.0,1.5,367.68,327.62,278.14,112.22,308.6,349.4,237.69,0.0,372.57,355.09,360.11,297.02,663.3,True,2024-02-24 19:00:00.000,True,0 days 02:00:00,False
223,2024-02-24 21:00:00.000,2024-02-24 21:20:00.000,0.89,66.38,500.0,135.0,9.51,0.0,1.58,369.4,370.2,362.71,306.65,350.67,349.9,348.26,0.0,360.61,360.67,360.12,304.33,757.85,True,2024-02-24 21:00:00.000,True,0 days 02:00:00,False
224,2024-02-24 23:00:00.000,2024-02-24 23:20:00.000,0.68,65.86,500.0,135.0,9.49,0.0,1.61,370.15,373.48,365.51,222.69,352.3,351.35,348.91,0.0,360.84,363.56,360.81,321.79,787.96,True,2024-02-24 23:00:00.000,True,0 days 02:00:00,False
225,2024-02-25 01:00:00.000,2024-02-25 01:20:00.000,0.38,66.73,500.0,135.0,9.36,0.0,1.62,370.35,366.89,370.1,367.0,348.32,350.64,353.17,299.03,360.67,352.99,360.74,318.4,976.11,True,2024-02-25 01:00:00.000,True,0 days 02:00:00,False
226,2024-02-25 03:00:00.000,2024-02-25 03:20:00.000,0.9,66.35,500.0,135.0,9.5,0.0,1.63,370.81,351.11,261.47,142.82,349.88,340.21,224.75,0.0,358.79,262.52,363.97,193.55,628.14,True,2024-02-25 03:00:00.000,True,0 days 02:00:00,False
227,2024-02-25 05:00:00.000,2024-02-25 05:20:00.000,3.47,63.41,498.43,135.0,9.33,0.0,1.16,365.66,320.87,363.21,301.05,326.41,346.61,305.36,0.0,368.14,406.21,354.31,330.81,545.82,True,2024-02-25 05:00:00.000,True,0 days 02:00:00,False
228,2024-02-25 07:00:00.000,2024-02-25 07:20:00.000,1.42,64.46,490.0,166.08,9.42,0.0,1.64,369.85,368.63,337.74,244.56,349.34,350.29,334.7,208.94,360.81,363.22,359.84,350.96,783.3,True,2024-02-25 07:00:00.000,True,0 days 02:00:00,False
229,2024-02-25 09:00:00.000,2024-02-25 09:20:00.000,0.96,66.17,490.0,150.27,9.53,0.0,1.63,370.72,359.71,332.93,253.02,346.95,349.86,349.35,0.14,362.15,352.33,360.52,289.51,762.1,True,2024-02-25 09:00:00.000,True,0 days 02:00:00,False
230,2024-02-25 11:00:00.000,2024-02-25 11:20:00.000,1.23,65.43,490.0,135.0,9.49,0.0,1.63,370.19,363.97,294.65,228.85,350.32,350.06,348.72,0.34,360.22,361.44,358.77,317.24,714.16,True,2024-02-25 11:00:00.000,True,0 days 02:00:00,False
231,2024-02-25 13:00:00.000,2024-02-25 13:20:00.000,1.22,65.11,490.0,135.0,9.51,0.0,1.63,367.82,374.35,301.72,310.65,347.93,350.99,350.07,0.14,358.52,350.26,360.22,315.12,727.37,True,2024-02-25 13:00:00.000,True,0 days 02:00:00,False
232,2024-02-25 15:00:00.000,2024-02-25 15:20:00.000,1.29,65.26,491.02,135.0,9.52,0.0,1.46,368.94,367.58,345.28,366.79,346.28,347.6,349.87,2.22,362.78,349.98,360.11,220.29,492.97,True,2024-02-25 15:00:00.000,True,0 days 02:00:00,False
233,2024-02-25 17:00:00.000,2024-02-25 17:20:00.000,3.72,64.63,491.02,135.0,9.67,0.0,1.47,371.63,320.65,277.68,323.13,349.36,350.01,346.02,0.0,359.14,364.72,361.6,271.26,503.31,True,2024-02-25 17:00:00.000,True,0 days 02:00:00,False
234,2024-02-25 19:00:00.000,2024-02-25 19:20:00.000,2.75,65.59,490.0,165.31,9.4,0.0,1.64,368.74,365.93,335.99,368.22,348.72,349.15,352.14,7.07,358.55,358.54,361.27,274.23,673.7,True,2024-02-25 19:00:00.000,True,0 days 02:00:00,False
235,2024-02-25 21:00:00.000,2024-02-25 21:20:00.000,1.34,66.64,490.0,151.57,9.27,0.0,1.63,369.81,366.42,359.64,326.14,345.8,349.34,353.3,307.95,359.42,356.72,361.62,355.5,728.77,True,2024-02-25 21:00:00.000,True,0 days 02:00:00,False
236,2024-02-25 23:00:00.000,2024-02-25 23:20:00.000,1.17,66.2,490.46,135.03,9.46,0.0,1.64,370.11,369.38,368.33,367.78,346.69,347.35,353.92,350.95,358.0,362.28,359.13,367.79,832.05,True,2024-02-25 23:00:00.000,True,0 days 02:00:00,False
237,2024-02-26 01:00:00.000,2024-02-26 01:20:00.000,2.38,65.05,490.67,135.0,9.51,0.0,1.63,370.28,369.46,369.5,370.84,348.04,348.92,347.26,347.95,360.13,358.26,357.62,318.7,758.98,True,2024-02-26 01:00:00.000,True,0 days 02:00:00,False
238,2024-02-26 03:00:00.000,2024-02-26 03:20:00.000,3.64,63.78,491.85,145.29,9.5,0.0,1.63,370.81,369.42,371.16,369.33,350.78,350.45,349.22,348.49,360.06,358.79,360.4,308.41,739.43,True,2024-02-26 03:00:00.000,True,0 days 02:00:00,False
239,2024-02-26 05:00:00.000,2024-02-26 05:20:00.000,2.5,65.62,493.5,170.0,9.51,0.0,1.63,370.04,367.34,366.4,371.37,346.17,349.24,351.02,349.67,360.14,360.33,358.98,319.71,745.86,True,2024-02-26 05:00:00.000,True,0 days 02:00:00,False
240,2024-02-26 07:00:00.000,2024-02-26 07:20:00.000,2.91,64.16,493.67,143.75,9.5,0.0,1.64,371.01,369.65,377.69,370.92,348.91,348.53,351.08,350.5,357.98,361.18,358.69,325.29,785.62,True,2024-02-26 07:00:00.000,True,0 days 02:00:00,False
241,2024-02-26 09:00:00.000,2024-02-26 09:20:00.000,1.89,65.09,493.67,152.08,9.49,0.0,1.64,370.19,369.44,377.74,370.9,349.54,347.07,350.05,349.12,360.14,360.34,358.57,327.68,764.22,True,2024-02-26 09:00:00.000,True,0 days 02:00:00,False
242,2024-02-26 11:00:00.000,2024-02-26 11:20:00.000,3.56,63.63,493.65,146.99,9.5,0.0,1.64,370.21,371.32,378.29,372.63,351.83,350.71,353.8,352.68,360.82,358.88,360.38,325.25,786.44,True,2024-02-26 11:00:00.000,True,0 days 02:00:00,False
243,2024-02-26 13:00:00.000,2024-02-26 13:20:00.000,3.55,63.58,493.67,170.0,9.49,0.0,1.63,369.99,370.1,371.25,370.86,348.24,349.3,350.18,350.48,359.26,359.88,361.25,319.63,842.42,True,2024-02-26 13:00:00.000,True,0 days 02:00:00,False
