,inicio,fim,conc_silica,conc_fe,param_dosagem_amido,dosagem_amina_conc_magnetica,ph_flotacao_linha01,ph_flotacao_linha02,densidade_alimentacao_flotacao,nivel_celula_li640101,TO_LI6401_02,nivel_celula_li640201,nivel_celula_li640202,nivel_celula_li641101,nivel_celula_li641102,nivel_celula_li641201,nivel_celula_li641202,nivel_celula_li642101,nivel_celula_li642201,nivel_celula_li643101,nivel_celula_li643201,vazao_alimentacao_flotacao,operacao,inicio_dt,mudou,tempo_entre_mudancas,fora_do_esperado
2283,2024-10-27 07:00:00.001,2024-10-27 07:20:00.001,2.06,66.85,527.42,170.0,0.0,9.01,1.62,370.95,370.45,410.0,262.13,314.87,337.75,346.07,318.62,356.49,60.21,259.68,1.43,733.1,True,2024-10-27 07:00:00.001,True,0 days 02:00:00,False
2284,2024-10-27 09:00:00.001,2024-10-27 09:20:00.001,5.75,63.79,527.42,154.87,0.0,9.6,1.51,376.41,383.37,410.0,91.17,368.91,357.45,29.57,49.03,362.83,28.84,360.15,2.52,517.65,True,2024-10-27 09:00:00.001,True,0 days 02:00:00,False
2285,2024-10-27 11:00:00.001,2024-10-27 11:20:00.001,3.13,65.33,527.42,169.69,0.0,9.48,1.39,408.55,410.0,3.4,0.11,409.09,342.76,22.61,41.13,370.27,27.21,358.36,6.11,795.49,True,2024-10-27 11:00:00.001,True,0 days 02:00:00,False
2286,2024-10-27 13:00:00.001,2024-10-27 13:20:00.001,2.25,65.71,527.42,170.0,0.0,9.58,1.28,363.86,352.71,362.86,364.31,329.28,338.87,349.62,344.91,344.49,304.83,358.75,148.13,673.49,True,2024-10-27 13:00:00.001,True,0 days 02:00:00,False
2288,2024-10-27 19:00:00.001,2024-10-27 19:20:00.001,5.5,63.76,521.75,135.0,0.0,9.57,1.52,368.62,336.69,363.73,281.67,303.65,345.04,352.78,338.27,357.56,388.28,362.4,123.59,689.8,True,2024-10-27 19:00:00.001,True,0 days 02:00:00,False
2289,2024-10-27 21:00:00.001,2024-10-27 21:20:00.001,1.46,65.64,521.75,161.65,0.0,9.48,1.44,409.91,250.4,369.89,368.31,339.96,344.73,378.59,344.46,359.64,405.36,360.83,147.49,940.73,True,2024-10-27 21:00:00.001,True,0 days 02:00:00,False
2290,2024-10-27 23:00:00.001,2024-10-27 23:20:00.001,1.57,65.73,524.11,141.09,0.0,9.54,1.54,406.7,374.49,373.56,371.58,310.89,349.89,362.11,350.43,359.96,392.61,359.29,264.33,908.82,True,2024-10-27 23:00:00.001,True,0 days 02:00:00,False
2291,2024-10-28 01:00:00.001,2024-10-28 01:20:00.001,1.18,65.98,525.06,137.04,0.0,9.39,1.46,407.71,236.14,366.71,366.83,278.56,350.02,366.37,350.02,360.49,370.45,360.5,191.39,963.25,True,2024-10-28 01:00:00.001,True,0 days 02:00:00,False
2292,2024-10-28 03:00:00.001,2024-10-28 03:20:00.001,1.36,66.26,534.2,135.0,0.0,9.63,1.54,408.73,258.52,395.67,349.24,311.57,349.14,368.67,352.98,361.21,410.0,361.81,258.48,759.26,True,2024-10-28 03:00:00.001,True,0 days 02:00:00,False
2293,2024-10-28 05:00:00.001,2024-10-28 05:20:00.001,1.66,65.27,534.12,135.29,0.0,9.44,1.57,409.75,328.54,337.9,225.12,308.07,349.87,350.86,349.78,344.18,409.42,349.13,145.53,759.53,True,2024-10-28 05:00:00.001,True,0 days 02:00:00,False
2294,2024-10-28 07:00:00.001,2024-10-28 07:20:00.001,1.58,65.23,528.25,139.67,0.0,9.37,1.52,408.93,385.95,364.22,258.06,311.88,344.41,302.48,350.27,160.43,410.0,349.99,122.12,766.41,True,2024-10-28 07:00:00.001,True,0 days 02:00:00,False
2295,2024-10-28 09:00:00.001,2024-10-28 09:20:00.001,5.57,61.86,528.25,137.79,0.0,9.52,1.47,351.84,353.26,375.33,246.54,313.7,379.15,251.64,350.61,239.83,410.0,308.07,158.67,910.5,True,2024-10-28 09:00:00.001,True,0 days 02:00:00,False
2297,2024-10-28 15:00:00.001,2024-10-28 15:20:00.001,0.92,66.1,531.79,135.81,0.0,9.52,1.63,369.99,338.72,266.91,246.12,346.4,346.86,349.16,349.61,360.4,356.96,360.18,297.94,772.84,True,2024-10-28 15:00:00.001,True,0 days 02:00:00,False
2298,2024-10-28 17:00:00.001,2024-10-28 17:20:00.001,0.86,66.51,532.15,135.0,0.0,9.57,1.51,371.43,325.75,380.55,372.84,386.05,362.34,357.86,350.66,363.4,279.62,361.39,141.08,706.12,True,2024-10-28 17:00:00.001,True,0 days 02:00:00,False
2299,2024-10-28 19:00:00.001,2024-10-28 19:20:00.001,0.99,66.34,528.74,135.0,0.0,9.59,1.61,370.34,279.05,325.64,241.68,349.81,353.36,349.29,350.19,361.26,381.78,360.02,354.36,959.99,True,2024-10-28 19:00:00.001,True,0 days 02:00:00,False
2300,2024-10-28 21:00:00.001,2024-10-28 21:20:00.001,1.16,65.96,528.74,135.0,0.0,9.47,1.64,368.48,311.71,329.93,277.33,345.89,346.43,348.46,349.74,355.44,341.3,365.6,293.52,901.28,True,2024-10-28 21:00:00.001,True,0 days 02:00:00,False
2301,2024-10-28 23:00:00.001,2024-10-28 23:20:00.001,1.23,65.72,533.66,135.0,0.0,9.51,1.62,366.53,340.97,298.76,234.54,347.58,349.35,346.34,349.04,360.72,335.52,359.59,298.23,770.13,True,2024-10-28 23:00:00.001,True,0 days 02:00:00,False
2302,2024-10-29 01:00:00.001,2024-10-29 01:20:00.001,1.1,65.55,533.78,135.0,0.0,9.5,1.62,373.63,333.94,372.89,359.7,361.62,356.62,361.17,351.69,363.01,367.88,298.99,298.21,953.48,True,2024-10-29 01:00:00.001,True,0 days 02:00:00,False
2303,2024-10-29 03:00:00.001,2024-10-29 03:20:00.001,1.01,65.85,523.75,135.0,0.0,9.37,1.64,371.28,321.13,312.71,310.87,346.97,346.19,349.74,350.0,361.22,336.48,360.53,291.63,908.33,True,2024-10-29 03:00:00.001,True,0 days 02:00:00,False
2304,2024-10-29 05:00:00.001,2024-10-29 05:20:00.001,1.14,66.46,520.0,135.0,0.0,9.64,1.58,318.59,298.6,276.43,343.4,350.59,350.12,350.92,350.01,360.89,287.06,361.05,253.83,720.35,True,2024-10-29 05:00:00.001,True,0 days 02:00:00,False
2306,2024-11-01 23:00:00.001,2024-11-01 23:20:00.001,2.59,64.79,492.82,134.92,0.0,9.36,1.46,368.98,367.15,367.7,368.94,347.84,345.82,352.19,350.6,359.39,255.24,359.41,218.2,934.47,True,2024-11-01 23:00:00.001,True,0 days 02:00:00,False
2307,2024-11-02 01:00:00.001,2024-11-02 01:20:00.001,0.87,66.11,492.85,150.8,0.0,9.58,1.54,371.96,332.61,371.69,268.47,347.84,350.17,345.88,349.24,359.73,309.61,360.23,278.95,951.26,True,2024-11-02 01:00:00.001,True,0 days 02:00:00,False
2308,2024-11-02 03:00:00.001,2024-11-02 03:20:00.001,0.84,66.19,493.84,149.02,0.0,9.6,1.52,369.51,302.32,333.28,305.77,340.26,347.55,346.7,349.51,362.98,277.58,359.62,206.05,780.15,True,2024-11-02 03:00:00.001,True,0 days 02:00:00,False
2309,2024-11-02 05:00:00.001,2024-11-02 05:20:00.001,0.79,66.4,493.9,163.92,0.0,9.59,1.53,372.94,329.31,347.97,257.57,345.72,349.54,317.43,343.13,360.63,273.11,360.17,188.58,829.18,True,2024-11-02 05:00:00.001,True,0 days 02:00:00,False
2310,2024-11-02 07:00:00.001,2024-11-02 07:20:00.001,0.83,66.32,494.17,162.79,0.0,9.51,1.49,370.48,254.33,372.17,367.14,352.33,350.12,350.01,349.84,360.9,255.86,359.75,193.11,827.92,True,2024-11-02 07:00:00.001,True,0 days 02:00:00,False
2311,2024-11-02 09:00:00.001,2024-11-02 09:20:00.001,0.91,66.52,494.17,176.03,0.0,9.52,1.48,370.7,256.09,350.8,305.08,333.96,348.08,349.1,350.15,362.58,241.21,361.12,218.07,829.75,True,2024-11-02 09:00:00.001,True,0 days 02:00:00,False
2312,2024-11-02 11:00:00.001,2024-11-02 11:20:00.001,1.37,66.61,490.0,139.88,0.0,9.45,1.45,371.63,342.21,371.56,368.65,371.52,352.23,352.35,351.39,365.28,250.11,351.31,175.55,852.04,True,2024-11-02 11:00:00.001,True,0 days 02:00:00,False
2313,2024-11-02 13:00:00.001,2024-11-02 13:20:00.001,1.26,65.27,490.0,135.0,0.0,9.52,1.53,369.8,272.95,368.08,370.21,359.96,351.3,348.62,349.71,359.4,264.98,359.71,202.59,851.52,True,2024-11-02 13:00:00.001,True,0 days 02:00:00,False
2314,2024-11-02 15:00:00.001,2024-11-02 15:20:00.001,1.03,66.92,488.38,135.0,0.0,9.58,1.57,345.05,253.44,341.1,263.21,339.58,346.09,349.12,349.55,359.67,283.0,364.05,252.95,739.19,True,2024-11-02 15:00:00.001,True,0 days 02:00:00,False
2315,2024-11-02 17:00:00.001,2024-11-02 17:20:00.001,1.0,66.5,488.38,135.0,0.0,9.77,1.42,376.99,301.71,370.96,316.65,359.53,354.37,358.88,351.63,362.49,243.9,360.77,189.71,781.67,True,2024-11-02 17:00:00.001,True,0 days 02:00:00,False
2316,2024-11-02 19:00:00.001,2024-11-02 19:20:00.001,0.99,66.15,486.66,135.0,0.0,9.5,1.51,369.82,285.1,339.69,216.48,344.34,348.95,349.49,350.33,362.29,256.44,360.2,230.59,865.62,True,2024-11-02 19:00:00.001,True,0 days 02:00:00,False
2318,2024-11-03 01:00:00.001,2024-11-03 01:20:00.001,1.03,66.31,491.98,135.0,0.0,9.57,1.51,373.52,251.97,286.57,321.07,354.96,351.41,349.8,350.01,363.08,269.19,329.5,169.61,545.95,True,2024-11-03 01:00:00.001,True,0 days 02:00:00,False
2320,2024-11-03 07:00:00.001,2024-11-03 07:20:00.001,1.02,66.27,490.0,135.0,0.0,9.49,1.62,370.58,266.64,319.53,203.39,342.89,349.93,293.73,350.37,359.37,287.57,360.39,246.41,686.41,True,2024-11-03 07:00:00.001,True,0 days 02:00:00,False
2321,2024-11-03 09:00:00.001,2024-11-03 09:20:00.001,1.06,64.89,490.0,135.0,0.0,9.45,1.62,369.27,264.25,362.02,353.63,352.03,348.0,349.14,349.99,357.55,321.35,355.79,250.56,773.21,True,2024-11-03 09:00:00.001,True,0 days 02:00:00,False
2322,2024-11-03 11:00:00.001,2024-11-03 11:20:00.001,1.04,65.51,490.0,135.0,0.0,9.54,1.64,370.61,261.06,362.72,367.88,345.69,351.02,350.54,350.28,361.42,321.95,359.41,257.39,773.78,True,2024-11-03 11:00:00.001,True,0 days 02:00:00,False
2323,2024-11-03 13:00:00.001,2024-11-03 13:20:00.001,0.88,66.16,490.0,135.0,0.0,9.46,1.55,362.41,341.23,21.95,1.36,384.33,338.92,60.91,36.97,340.16,1.3,345.89,31.94,556.73,True,2024-11-03 13:00:00.001,True,0 days 02:00:00,False
2324,2024-11-03 15:00:00.001,2024-11-03 15:20:00.001,0.99,65.62,495.77,135.0,0.0,9.51,1.63,372.27,377.92,28.94,0.68,361.3,354.71,68.16,41.0,365.08,2.75,357.64,5.02,645.6,True,2024-11-03 15:00:00.001,True,0 days 02:00:00,False
2325,2024-11-03 17:00:00.001,2024-11-03 17:20:00.001,1.42,64.62,495.77,135.0,0.0,9.44,1.32,407.55,407.76,28.38,1.42,406.97,349.16,67.58,41.25,383.32,0.05,352.52,6.12,822.94,True,2024-11-03 17:00:00.001,True,0 days 02:00:00,False
2326,2024-11-03 19:00:00.001,2024-11-03 19:20:00.001,1.34,65.63,490.01,135.0,0.0,9.38,1.49,363.12,336.3,27.22,0.67,355.25,350.96,68.85,43.31,349.35,0.06,357.61,0.1,611.71,True,2024-11-03 19:00:00.001,True,0 days 02:00:00,False
2327,2024-11-03 21:00:00.001,2024-11-03 21:20:00.001,1.25,65.12,490.01,135.0,0.0,9.56,1.17,371.7,392.34,20.05,0.46,383.73,344.54,71.61,40.76,372.82,0.08,366.95,0.85,525.97,True,2024-11-03 21:00:00.001,True,0 days 02:00:00,False
2328,2024-11-03 23:00:00.001,2024-11-03 23:20:00.001,3.66,64.02,493.17,140.98,0.0,9.49,1.4,365.49,295.65,388.1,245.74,310.76,343.75,182.0,42.26,342.01,49.86,360.97,1.6,556.61,True,2024-11-03 23:00:00.001,True,0 days 02:00:00,False
2329,2024-11-04 01:00:00.001,2024-11-04 01:20:00.001,3.82,64.21,493.17,170.0,0.0,9.49,1.53,369.61,370.6,370.31,368.9,353.5,348.27,346.59,349.29,360.42,211.02,359.06,157.98,696.72,True,2024-11-04 01:00:00.001,True,0 days 02:00:00,False
2334,2024-11-04 07:00:00.001,2024-11-04 07:20:00.001,1.99,66.02,482.69,143.76,0.0,9.53,1.56,370.4,371.39,371.21,370.52,339.91,349.29,349.9,349.84,360.31,266.67,360.08,249.05,742.33,True,2024-11-04 07:00:00.001,True,0 days 02:00:00,False
2339,2024-11-04 13:00:00.001,2024-11-04 13:20:00.001,1.08,65.78,487.21,170.0,0.0,9.47,1.62,370.08,301.59,369.76,369.11,352.81,353.39,354.03,350.51,357.1,387.83,348.06,350.12,840.97,True,2024-11-04 13:00:00.001,True,0 days 02:00:00,False
2340,2024-11-04 15:00:00.001,2024-11-04 15:20:00.001,1.6,66.25,485.17,137.61,0.0,9.31,1.54,367.61,348.32,361.0,368.5,350.29,348.7,364.76,350.33,359.83,404.2,359.8,247.36,784.31,True,2024-11-04 15:00:00.001,True,0 days 02:00:00,False
2341,2024-11-04 17:00:00.001,2024-11-04 17:20:00.001,1.33,66.68,482.4,137.92,0.0,9.37,1.57,366.9,359.35,376.52,370.56,350.65,351.89,362.67,352.12,356.78,409.25,351.26,328.19,919.09,True,2024-11-04 17:00:00.001,True,0 days 02:00:00,False
2342,2024-11-04 19:00:00.001,2024-11-04 19:20:00.001,1.46,66.63,482.31,135.0,0.0,9.55,1.35,369.91,372.08,369.38,372.6,353.42,353.62,348.83,349.87,356.39,407.0,359.08,348.06,812.03,True,2024-11-04 19:00:00.001,True,0 days 02:00:00,False
2344,2024-11-05 01:00:00.001,2024-11-05 01:20:00.001,1.54,65.65,482.38,135.02,0.0,9.52,1.6,369.58,325.55,370.29,369.59,351.21,349.09,349.86,349.94,358.81,407.72,340.22,369.04,888.64,True,2024-11-05 01:00:00.001,True,0 days 02:00:00,False
2347,2024-11-06 01:00:00.001,2024-11-06 01:20:00.001,0.88,66.22,480.42,135.0,0.0,9.36,1.63,369.92,368.53,320.8,305.63,371.27,345.76,351.19,340.33,362.07,345.43,361.03,264.56,767.73,True,2024-11-06 01:00:00.001,True,0 days 02:00:00,False
2348,2024-11-06 03:00:00.001,2024-11-06 03:20:00.001,0.86,66.61,495.75,135.0,0.0,9.43,1.63,369.93,266.63,263.29,275.13,333.62,336.5,348.7,339.6,359.15,292.93,362.61,169.94,511.83,True,2024-11-06 03:00:00.001,True,0 days 02:00:00,False
2349,2024-11-06 05:00:00.001,2024-11-06 05:20:00.001,0.89,66.49,499.82,135.0,0.0,8.66,1.16,330.11,389.48,335.04,352.87,339.05,340.1,343.52,330.39,333.09,363.08,348.95,170.2,877.98,True,2024-11-06 05:00:00.001,True,0 days 02:00:00,False
2351,2024-11-07 03:00:00.001,2024-11-07 03:20:00.001,8.91,61.48,499.71,169.97,0.0,9.5,1.49,369.72,370.28,371.27,371.38,349.77,353.21,350.25,339.86,360.16,353.17,323.84,280.62,1136.76,True,2024-11-07 03:00:00.001,True,0 days 02:00:00,False
2354,2024-11-07 07:00:00.001,2024-11-07 07:20:00.001,0.8,65.53,492.17,150.17,0.0,9.5,1.49,369.81,370.92,370.31,363.25,354.79,355.44,350.01,340.23,360.18,345.97,344.47,269.88,913.74,True,2024-11-07 07:00:00.001,True,0 days 02:00:00,False
2355,2024-11-07 09:00:00.001,2024-11-07 09:20:00.001,0.82,65.82,492.17,135.0,0.0,9.48,1.5,369.47,368.99,368.94,368.26,345.08,344.23,349.51,339.77,360.65,379.05,358.55,312.91,924.32,True,2024-11-07 09:00:00.001,True,0 days 02:00:00,False
2356,2024-11-07 11:00:00.001,2024-11-07 11:20:00.001,0.8,65.94,496.91,135.0,0.0,9.51,1.6,371.37,340.66,372.57,370.05,348.5,349.45,352.73,340.95,363.58,407.06,339.06,352.91,1037.19,True,2024-11-07 11:00:00.001,True,0 days 02:00:00,False
2357,2024-11-07 13:00:00.001,2024-11-07 13:20:00.001,1.0,65.7,497.08,135.0,0.0,9.51,1.62,368.47,341.33,364.5,366.18,352.25,352.35,326.43,45.85,352.08,404.02,330.38,353.56,990.62,True,2024-11-07 13:00:00.001,True,0 days 02:00:00,False
2358,2024-11-07 15:00:00.001,2024-11-07 15:20:00.001,2.15,65.3,492.06,135.17,0.0,9.51,1.6,369.36,364.72,365.53,366.45,350.86,350.47,345.32,46.85,354.78,348.58,327.02,267.62,1163.53,True,2024-11-07 15:00:00.001,True,0 days 02:00:00,False
2359,2024-11-07 17:00:00.001,2024-11-07 17:20:00.001,5.02,63.62,490.07,151.04,0.0,9.53,1.62,370.19,297.91,372.71,315.13,348.37,349.88,239.12,47.82,337.84,350.49,357.09,283.04,837.95,True,2024-11-07 17:00:00.001,True,0 days 02:00:00,False
2360,2024-11-07 19:00:00.001,2024-11-07 19:20:00.001,2.12,64.68,488.1,166.31,0.0,9.49,1.62,370.66,291.34,374.8,321.79,353.47,351.27,349.81,339.02,324.06,333.78,345.42,236.07,787.79,True,2024-11-07 19:00:00.001,True,0 days 02:00:00,False
2361,2024-11-07 21:00:00.001,2024-11-07 21:20:00.001,0.95,65.69,488.1,153.82,0.0,9.47,1.62,370.14,301.63,371.59,352.05,350.75,349.48,349.55,350.45,341.66,361.4,359.81,285.69,895.98,True,2024-11-07 21:00:00.001,True,0 days 02:00:00,False
2362,2024-11-07 23:00:00.001,2024-11-07 23:20:00.001,1.02,65.68,483.16,135.04,0.0,9.5,1.62,371.17,303.37,368.52,343.02,349.67,351.07,349.8,350.04,331.5,356.4,354.08,273.05,816.15,True,2024-11-07 23:00:00.001,True,0 days 02:00:00,False
2363,2024-11-08 01:00:00.001,2024-11-08 01:20:00.001,0.99,65.86,483.16,135.0,0.0,9.47,1.62,370.42,318.26,369.57,348.83,351.15,349.15,350.5,349.79,337.92,342.79,361.27,248.8,784.12,True,2024-11-08 01:00:00.001,True,0 days 02:00:00,False
2364,2024-11-08 03:00:00.001,2024-11-08 03:20:00.001,1.1,66.57,482.43,135.0,0.0,9.44,1.63,370.7,302.49,370.5,352.49,350.6,350.89,349.34,350.12,355.48,360.9,357.69,279.53,815.46,True,2024-11-08 03:00:00.001,True,0 days 02:00:00,False
2365,2024-11-08 05:00:00.001,2024-11-08 05:20:00.001,1.19,65.33,482.38,135.0,0.0,9.51,1.58,371.63,345.24,377.47,370.49,355.48,356.78,353.36,350.49,354.23,360.48,351.94,284.42,818.5,True,2024-11-08 05:00:00.001,True,0 days 02:00:00,False
2366,2024-11-08 07:00:00.001,2024-11-08 07:20:00.001,1.06,65.96,490.0,135.0,0.0,9.58,1.63,369.89,251.98,371.77,301.85,350.89,349.52,350.14,350.27,338.46,361.0,361.21,265.98,693.57,True,2024-11-08 07:00:00.001,True,0 days 02:00:00,False
2367,2024-11-08 09:00:00.001,2024-11-08 09:20:00.001,1.08,65.41,490.0,135.0,0.0,9.46,1.62,371.17,327.41,375.78,364.95,360.71,352.7,281.21,349.36,357.07,358.87,360.82,275.09,870.42,True,2024-11-08 09:00:00.001,True,0 days 02:00:00,False
2368,2024-11-08 11:00:00.001,2024-11-08 11:20:00.001,1.99,67.75,490.0,136.69,0.0,9.4,1.59,371.25,368.03,369.49,328.77,342.24,350.05,349.21,350.11,363.4,373.18,359.47,318.71,823.26,True,2024-11-08 11:00:00.001,True,0 days 02:00:00,False
2369,2024-11-08 13:00:00.001,2024-11-08 13:20:00.001,0.9,66.81,490.0,149.29,0.0,9.51,1.16,369.88,406.75,382.28,389.6,384.38,353.69,372.32,350.75,380.79,316.9,272.92,295.05,1089.84,True,2024-11-08 13:00:00.001,True,0 days 02:00:00,False
2371,2024-11-08 21:00:00.001,2024-11-08 21:20:00.001,0.97,66.68,485.07,135.0,0.0,9.18,1.43,369.89,342.05,354.47,294.72,361.24,359.07,356.91,350.89,348.49,336.58,361.21,253.64,722.8,True,2024-11-08 21:00:00.001,True,0 days 02:00:00,False
2372,2024-11-08 23:00:00.001,2024-11-08 23:20:00.001,0.96,66.55,485.07,135.0,0.0,9.51,1.62,370.65,280.62,371.86,293.86,347.61,351.24,350.15,350.19,356.63,308.69,359.04,233.66,720.66,True,2024-11-08 23:00:00.001,True,0 days 02:00:00,False
2373,2024-11-09 01:00:00.001,2024-11-09 01:20:00.001,0.93,65.88,485.08,135.0,0.0,9.52,1.63,370.12,295.69,372.15,277.38,344.03,360.64,348.73,350.42,362.77,270.52,349.33,250.21,824.09,True,2024-11-09 01:00:00.001,True,0 days 02:00:00,False
2374,2024-11-09 03:00:00.001,2024-11-09 03:20:00.001,1.45,66.33,497.24,135.27,0.0,9.48,1.62,371.93,282.96,382.99,312.2,348.35,354.19,243.37,349.5,345.56,323.06,234.08,153.4,759.67,True,2024-11-09 03:00:00.001,True,0 days 02:00:00,False
2375,2024-11-09 05:00:00.001,2024-11-09 05:20:00.001,1.69,65.36,497.24,135.82,0.0,9.06,1.63,369.63,375.23,371.64,370.52,407.08,348.33,350.23,351.31,358.51,357.02,347.17,313.97,966.99,True,2024-11-09 05:00:00.001,True,0 days 02:00:00,False
2376,2024-11-09 07:00:00.001,2024-11-09 07:20:00.001,0.97,66.0,498.61,140.54,0.0,9.5,1.64,371.12,356.72,370.68,371.67,369.7,348.72,350.78,350.17,358.73,362.68,351.45,310.7,976.37,True,2024-11-09 07:00:00.001,True,0 days 02:00:00,False
2377,2024-11-09 09:00:00.001,2024-11-09 09:20:00.001,3.07,64.93,498.56,135.0,0.0,9.49,1.64,368.88,251.27,364.36,358.12,363.82,344.65,350.11,344.75,253.96,351.68,248.21,285.86,776.34,True,2024-11-09 09:00:00.001,True,0 days 02:00:00,False
2378,2024-11-09 11:00:00.001,2024-11-09 11:20:00.001,2.18,65.18,491.84,139.91,0.0,9.49,1.63,369.01,262.15,311.75,277.59,359.96,346.48,350.17,345.13,355.79,330.75,360.27,279.79,684.67,True,2024-11-09 11:00:00.001,True,0 days 02:00:00,False
2379,2024-11-09 13:00:00.001,2024-11-09 13:20:00.001,0.83,66.46,481.7,150.17,0.0,9.48,1.63,372.32,364.3,375.86,374.65,364.46,349.05,352.5,345.57,365.96,368.73,350.94,313.16,1002.76,True,2024-11-09 13:00:00.001,True,0 days 02:00:00,False
2380,2024-11-09 15:00:00.001,2024-11-09 15:20:00.001,2.36,64.98,484.78,138.21,0.0,9.48,1.64,350.37,300.73,347.58,330.16,345.41,337.15,302.07,344.1,278.81,342.13,259.9,278.94,790.83,True,2024-11-09 15:00:00.001,True,0 days 02:00:00,False
2381,2024-11-09 17:00:00.001,2024-11-09 17:20:00.001,6.86,62.12,484.75,144.92,0.0,9.53,1.62,371.08,322.36,370.98,371.22,347.89,344.04,349.6,344.61,360.34,363.55,360.01,292.52,1044.19,True,2024-11-09 17:00:00.001,True,0 days 02:00:00,False
2382,2024-11-09 19:00:00.001,2024-11-09 19:20:00.001,1.11,65.46,485.2,170.0,0.0,9.5,1.62,370.13,306.61,370.73,355.05,350.89,350.45,325.98,349.58,339.81,351.83,322.03,291.89,826.41,True,2024-11-09 19:00:00.001,True,0 days 02:00:00,False
2383,2024-11-09 21:00:00.001,2024-11-09 21:20:00.001,2.2,65.31,485.21,148.61,0.0,9.58,1.62,369.76,329.26,362.5,326.76,351.75,350.37,349.75,349.31,333.67,337.99,335.77,285.55,735.98,True,2024-11-09 21:00:00.001,True,0 days 02:00:00,False
2384,2024-11-09 23:00:00.001,2024-11-09 23:20:00.001,2.27,65.11,490.05,149.05,0.0,9.5,1.63,369.6,359.65,369.42,371.21,350.05,346.34,348.1,349.89,358.34,349.15,355.15,271.61,778.07,True,2024-11-09 23:00:00.001,True,0 days 02:00:00,False
2385,2024-11-10 01:00:00.001,2024-11-10 01:20:00.001,2.2,64.7,493.0,147.54,0.0,9.47,1.62,370.51,370.93,367.0,366.07,352.2,349.53,349.79,349.81,357.82,333.68,357.52,254.72,724.4,True,2024-11-10 01:00:00.001,True,0 days 02:00:00,False
2387,2024-11-10 07:00:00.001,2024-11-10 07:20:00.001,0.92,66.29,497.35,137.98,0.0,9.51,1.65,371.33,275.62,314.72,187.39,350.52,348.79,320.85,350.13,317.29,248.16,358.4,219.61,648.89,True,2024-11-10 07:00:00.001,True,0 days 02:00:00,False
2388,2024-11-10 09:00:00.001,2024-11-10 09:20:00.001,2.48,64.51,497.35,135.0,0.0,9.4,1.64,369.47,367.0,373.58,368.61,358.34,367.3,349.26,354.03,360.79,373.69,354.87,317.29,1095.31,True,2024-11-10 09:00:00.001,True,0 days 02:00:00,False
2389,2024-11-10 11:00:00.001,2024-11-10 11:20:00.001,1.92,65.49,497.36,143.75,0.0,9.63,1.58,370.32,268.77,362.61,316.06,325.28,345.94,310.73,349.67,295.91,293.38,345.74,245.11,727.82,True,2024-11-10 11:00:00.001,True,0 days 02:00:00,False
2390,2024-11-10 13:00:00.001,2024-11-10 13:20:00.001,1.36,65.13,497.39,147.25,0.0,9.42,1.6,370.96,291.58,374.46,363.43,354.85,350.85,342.56,348.4,349.07,306.56,354.93,259.22,837.8,True,2024-11-10 13:00:00.001,True,0 days 02:00:00,False
2391,2024-11-10 15:00:00.001,2024-11-10 15:20:00.001,1.71,64.43,496.62,135.77,0.0,9.35,1.61,370.27,355.26,371.39,359.77,364.37,352.32,352.78,349.69,359.83,331.72,362.37,299.23,857.42,True,2024-11-10 15:00:00.001,True,0 days 02:00:00,False
2392,2024-11-10 17:00:00.001,2024-11-10 17:20:00.001,1.54,65.08,491.65,141.12,0.0,9.49,1.61,369.38,291.72,369.2,359.42,349.36,349.73,342.39,348.81,352.88,297.37,359.43,266.78,829.98,True,2024-11-10 17:00:00.001,True,0 days 02:00:00,False
2393,2024-11-10 19:00:00.001,2024-11-10 19:20:00.001,2.06,64.49,495.05,136.17,0.0,9.55,1.55,371.87,288.83,380.86,332.4,354.5,355.6,351.44,349.34,359.62,271.21,360.18,193.49,773.03,True,2024-11-10 19:00:00.001,True,0 days 02:00:00,False
2394,2024-11-10 21:00:00.001,2024-11-10 21:20:00.001,2.99,63.85,495.05,151.33,0.0,9.52,1.62,368.48,329.45,363.62,321.29,345.38,351.18,348.55,350.05,354.32,323.15,358.75,210.19,713.83,True,2024-11-10 21:00:00.001,True,0 days 02:00:00,False
2395,2024-11-10 23:00:00.001,2024-11-10 23:20:00.001,4.03,63.58,495.84,159.52,0.0,9.42,1.66,370.36,274.18,377.69,298.33,352.55,350.96,349.75,349.15,356.19,321.02,362.18,255.53,805.47,True,2024-11-10 23:00:00.001,True,0 days 02:00:00,False
2396,2024-11-11 01:00:00.001,2024-11-11 01:20:00.001,1.03,65.3,495.88,170.0,0.0,9.51,1.66,370.08,340.65,369.91,371.3,349.85,350.79,350.26,348.83,360.72,255.53,359.93,192.68,696.26,True,2024-11-11 01:00:00.001,True,0 days 02:00:00,False
2397,2024-11-11 03:00:00.001,2024-11-11 03:20:00.001,1.14,64.77,495.88,137.17,0.0,9.53,1.66,370.98,311.24,372.05,368.34,347.33,350.27,351.33,350.38,352.1,238.59,351.66,1.87,560.62,True,2024-11-11 03:00:00.001,True,0 days 02:00:00,False
2398,2024-11-11 05:00:00.001,2024-11-11 05:20:00.001,1.15,65.29,495.02,135.0,0.0,9.7,1.64,376.42,314.09,359.97,313.51,356.27,351.54,350.32,349.86,350.88,322.1,345.68,256.91,548.21,True,2024-11-11 05:00:00.001,True,0 days 02:00:00,False
